Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
7212,Japanese,Kimbop (Korean Sushi),rice water sesame oil salt egg sushi nori cucumber carrot cheese ham sesame oil,1341.724,182.3976,36.9251,64.5729,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5119
7213,Japanese,Japanese-Inspired Beef Tenderloin,beef tenderloin filet salt soy sauce rice wine vinegar sesame oil allspice ginger garlic virgin oil napa cabbage shiitake mushroom cucumber bean sprout snow pea onion spinach leaf parsley,2076.1233,39.1201,40.4434,379.3747,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5120
7214,Japanese,Deconstructed Sushi,rice chicken broth jasmine rice ginger garlic salt bay leaf sushi cucumber salt crabmeat zucchini yellow squash sesame seed,324.3053,13.0283,12.5622,39.9926,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5121
7215,Japanese,Japanese Sweet Omelet,egg water soy sauce sugar,162.063,5.1805,9.5402,12.9914,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5122
7216,Japanese,Miso Shiru Soup,dashi miso tofu onion mushroom water kelp bonito tuna,344.6031,19.9291,13.0241,42.1398,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70196
7217,Japanese,"Asian ""Chicken"" Noodle Soup(Vegetarian)",vegetable broth water udon noodle pepper onion miso ginger pepper flake tofu snow pea pod carrot pepper flake sriracha sauce,1089.62,91.6255,43.3231,98.4208,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70197
7218,Japanese,"Sunday's Hearty Miso Soup (Tofu, Seaweed, Mushrooms, Etc.)",nori tofu water baby portabella mushroom button mushroom onion miso soup mix,453.7208,17.3858,12.4536,66.9892,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70198
7219,Japanese,Roasted Kabocha (Japanese Pumpkin) Soup,kabocha squash oil onion butter chicken bouillon powder water cinnamon milk salt pepper,417.3467,33.6412,25.108,16.6915,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70199
7220,Japanese,Wild Mushroom Soup,dashi wild mushroom butter soy sauce onion sea salt,792.6467,27.8647,30.575,103.2268,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70200
7221,Japanese,Japanese Egg Custard Soup,shrimp water chestnut mushroom scallion sherry wine egg salt beef broth spinach,400.4,16.408,20.984,36.988,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70201
7222,Japanese,Soba Soup With Spinach and Tofu,water dashi stock soy sauce sugar soba noodle buckwheat carrot spinach tofu miso scallion,509.8308,62.1879,3.0795,62.9494,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70202
7223,Japanese,Japanese Noodle Soup,kombu water carrot onion celery soba noodle dashi stock shiitake mushroom soy sauce sake miso baby spinach leaf onion lemon zest,836.29,186.2306,3.1755,30.5927,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70203
7224,Japanese,Miso Soup With Shiitake Mushrooms and Tofu,water shiitake mushroom scallion miso tofu,106.4833,12.441,3.6838,8.9003,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70204
7225,Japanese,Japanese Red Pepper Soup,pepper spring onion water chestnut salt bay leaf dashi chicken broth soy sauce lemon juice pepper,296.9292,8.2211,9.6589,42.4055,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70205
7226,Japanese,"Miso Soup With Tofu, Wakame Sea Vegetable and Scallion",wakame dashi tofu scallion miso,293.7729,7.295,17.3707,34.7526,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70206
7227,Japanese,Japanese Udon Noodle Soup,udon noodle chicken stock ginger carrot snow pea brown button mushroom miso soy sauce scallion,742.48,79.0378,23.3792,50.6546,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70207
7228,Japanese,Egg Drop Soup (Tamago Toji),stock dashi salt soy sauce mushroom egg chive szechwan pepper,72.9045,0.4906,4.7701,6.4957,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70208
7229,Japanese,Black Bean Soba Soup,soba noodle cabbage vegetable oil spring onion garlic clove chili pepper flake ginger soy sauce bean sauce vegetable stock cashew nut sesame seed,10267.7374,2257.085,79.4277,525.5179,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70209
7230,Japanese,soba noodle soup,shrimp soba noodle chicken stock soy sauce mirin sugar dashi stock scallion,1266.0422,214.0821,9.2782,99.2916,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70210
7231,Japanese,Japanese Chicken Soup,chicken carrot onion celery potato daikon radish tofu sesame oil chicken broth miso soy sauce onion,887.7527,75.1375,40.5775,71.7283,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70211
7232,Japanese,Japanese Soup for Weight Loss & Dieting,tofu straw mushroom bamboo shoot soy sauce rice wine vinegar pepper vegetable fish sauce cilantro spinach gingerroot garlic vegetable stock water,408.6152,33.6202,3.9929,66.9343,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70212
7233,Japanese,Low Fat Japanese Onion Soup,chicken broth water onion carrot celery salt vegetable oil milk purpose flour mushroom onion,1006.69,33.6819,89.3365,28.2258,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70213
7234,Japanese,Light Miso Soup,carrot shiitake mushroom water vegetable oil onion bok choy vegetable broth tofu bean sprout soy sauce miso water onion rice noodle,1797.887,249.1978,54.8902,112.9796,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70214
7235,Japanese,Beef and Dumpling Soup,beef stock garlic clove ginger kaffir lime leaf chilies fish sauce palm sugar coriander leaf,784.32,103.8648,29.69,26.044,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70215
7236,Japanese,Soba Noodle Soup,soba noodle cold water spring onion salmon nori sesame oil dashi sesame seed wasabi,767.68,170.5006,1.6283,32.8779,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70216
7237,Japanese,Edamame and Egg Soup,egg edamame scallion grapeseed oil yellow onion napa cabbage dashi stock sake sea salt pepper soy sauce,359.706,13.213,27.2683,17.3355,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70217
7238,Japanese,Hot Tofu in Spinach Soup,spinach edamame silken tofu dashi stock cornstarch water sugar soy sauce sake salt pepper,362.914,53.1555,7.7224,22.0705,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70218
7239,Japanese,Dumplings for Soup,milk egg salt butter flour pepper,231.42,10.1201,15.9444,12.7945,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70219
7240,Japanese,Asian Mushroom Soup,shiitake mushroom star anise tamari baby bok choy coriander gingerroot mirin carrot spring onion,86.72,15.5638,0.4028,7.0362,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70220
7241,Japanese,Miso Soup With Enoki Mushrooms,water yellow miso miso soy sauce enoki mushroom tofu,176.5376,5.7823,9.9962,20.6507,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70221
7242,Japanese,Miso Ramen Soup,sesame oil garlic clove ginger sesame seed sake chicken broth soy sauce pepper miso ramen noodle pork bean sprout egg corn kernel nori onion chili oil,2145.1945,70.2546,156.9809,110.4436,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70222
7243,Japanese,College Japanese Noodle Soup,ramen noodle egg cabbage onion nori,549.65,61.2306,23.9169,22.7069,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70223
7244,Japanese,Miso- Great Soup!,dashi stock water miso wakame tofu scallion,389.08,37.2624,15.582,34.7234,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70224
7245,Japanese,Simple Miso Soup,water kombu vegetable miso tofu noodle scallion daikon radish cucumber,0,0,0,0,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70225
7246,Japanese,Tampopo Vegetable Noodle Soup,water vegetable broth tofu carrot miso soy sauce garlic clove broccoli snow pea mushroom udon noodle salt pepper flake,755.22,70.9474,28.2152,59.2108,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70226
7247,Japanese,Miso Soup with Veggies and Tofu,water onion chard leaf corn tofu soy miso,1413.4331,257.8465,26.2925,52.2356,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70227
7248,Japanese,"Sunday's #2 Hearty Miso Soup (Tofu, Seaweed, Mushrooms, Etc.)",nori tofu water portabella mushroom button mushroom onion miso,907.5359,77.9176,25.5078,97.8662,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70228
7249,Japanese,Moosewood's Miso Soup,miso water garlic clove onion ginger carrot cabbage cauliflower celery sherry wine wine vinegar sugar salt pepper tofu ramen noodle sesame oil scallion pepper,2156.6164,267.0854,88.3585,87.8271,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70229
7250,Japanese,Kake Udon - Basic Japanese Udon Noodle Soup,udon noodle dashi mirin mirin soy sauce salt ginger onion fish cake sesame seed togarashi,174.29,2.8668,1.1087,36.4264,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70230
7251,Japanese,Simple Udon Soup,udon noodle dashi stock leek spinach chicken breast kamaboko shiitake mushroom egg sake,1199.9765,26.627,61.653,127.9741,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70231
7252,Japanese,Clam Soup - Mark Bittman,kombu clam scallion mirin soy sauce dark sesame oil salt water,431.5869,38.6488,3.5827,64.0521,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70232
7253,Japanese,Miso Soup,wakame water vegetable stock miso tofu tamari soy sauce onion,306.3555,26.9587,13.1237,27.1873,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70233
7254,Japanese,Corn Soup With Ginger,corn chicken stock rice wine salt pepper ham ginger cornstarch cold water egg,265.3997,59.4516,2.971,7.2386,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70234
7255,Japanese,Miyabi Japanese Onion Soup,beef broth chicken broth carrot onion garlic clove onion mushroom durkee onion,689.93,34.765,20.5461,88.7451,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70235
7256,Japanese,Dr. Weil's Miso Soup,canola oil gingerroot onion carrot celery cabbage water miso onion sesame oil,566.76,88.3868,19.5922,19.5454,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70236
7257,Japanese,Miso Soup With Tofu and Wakame,wakame dashi miso silken tofu scallion,69.5811,15.2362,0.5892,4.1517,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70237
7258,Japanese,Izakaya Sakura Vegetable Miso Soup,potato carrot onion miso dashi powder,219.12,36.986,4.474,10.7676,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70238
7259,Japanese,Vegetarian Ramen Noodle Soup,cabbage leaf pepper bean sprout egg ramen noodle water soy sauce salt pepper,572.513,71.3708,22.9469,21.8776,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70239
7260,Japanese,Asian Meatball Soup,beef breadcrumb egg ginger soy sauce garlic broccoli floret baby carrot flavor ramen noodle sugar snap pea dark sesame oil scallion,580.8559,22.2409,7.7001,103.3371,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70240
7261,Japanese,Vegetarian Miso Soup,vegetable stock kombu soy sauce miso scallion tofu wakame,307.6855,40.342,9.2357,23.2602,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70241
7262,Japanese,Japanese Take-Out Miso Soup,kombu kelp bonito flake wakame miso tofu onion,29.7041,2.3269,1.3834,2.9232,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70242
7263,Japanese,Chickpea and Leek Miso Soup,leek chickpea brown rice water oil miso,2056.08,371.8897,35.3865,65.9611,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70243
7264,Japanese,Chawan-Mushi (Japanese Custard Soup),shrimp spinach leaf mushroom water chestnut egg chicken broth salt,3093.0992,89.3235,48.9846,561.1697,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70244
7265,Japanese,TSR Version of Benihana Japanese Onion Soup by Todd Wilbur,chicken broth water onion carrot celery salt vegetable oil milk purpose flour mushroom onion,2515.48,58.0999,238.1963,57.698,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70245
7266,Japanese,Ginger Tofu and Noodle Soup,tofu honey vegetable oil pepper shiitake mushroom vegetable stock ginger dark soy sauce egg noodle baby spinach leaf,13476.5396,426.599,767.6975,1526.8974,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70246
7267,Japanese,Ma's Egg Flower Soup,chicken broth pepper carrot tofu soy sauce ginger garlic clove rice vinegar mushroom onion pepper egg,1105.0107,49.3211,43.1551,132.9425,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70247
7268,Japanese,Grilled Asparagus and Sweet Potato Miso Soup,asparagus potato onion oil dashi soup miso,214.072,21.0895,12.2215,7.9242,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70248
7269,Japanese,Japanese Miso Soup,miso miso dashi powder water,0,0,0,0,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70249
7270,Japanese,Japanese Spring Vegetable Ragout,napa cabbage snow pea sprout sunflower radish orange sesame seed rice wine vinegar mirin soy sauce dark sesame oil wasabi powder salt,586.26,71.6752,30.6913,19.0862,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70250
7271,Japanese,Agedashi Tofu Baked in Toaster Oven,tofu potato starch dashi soup stock base tamari soy sauce sake ginger daikon radish onion potato starch nanami togarashi cooking spray,709.3123,22.62,40.2626,82.5868,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70251
7272,Japanese,Easy Japanese Potato Salad,potato carrot cucumber salt mayonnaise,1281.29,5.8438,139.3464,1.8549,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70252
7273,Japanese,Toasted Sesame Nori,nori sesame oil oil sea salt sesame seed,148.1347,1.3095,15.9333,0.8905,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70253
7274,Japanese,Japanese Ume Dressing,onion sesame seed gingerroot umeboshi oil rice vinegar lemon juice sugar salt pepper,1022.7865,13.8337,109.2619,3.4786,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70254
7275,Japanese,Watercress and Black Sesame Salad,sesame seed watercress sea salt pepper rice vinegar oil daikon radish carrot,12.7265,3.0346,0.0951,0.3427,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70255
7276,Japanese,Panzanella Croutons,butter crust bread parmesan cheese,453,27.714,30.3,22.686,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70256
7277,Japanese,Sweet Somen Noodles,honey soy sauce sesame oil onion sesame seed,97.05,1.3436,10.2564,0.5616,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70257
7278,Japanese,Grilled Teriyaki Sirloin,soy sauce vegetable oil brown sugar ginger mustard garlic powder sirloin steak,1671.6581,63.3096,91.7373,156.4814,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70258
7279,Japanese,Japanese Black Bean Soup,bean onion carrot celery garlic clove tomato chili powder cumin cayenne pepper chicken broth water bean,3438.1793,602.4775,25.3934,226.6002,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/70259
7280,Korean,Bulgogi Beef (Korean-Style Barbecue),beef rib garlic yellow onion gingerroot sesame oil brown sugar pear soy sauce korean pepper flake kosher salt vegetable oil rice onion,3306.6535,308.9898,167.6617,134.8361,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4706
7281,Korean,Grilled Korean-Style Beef Short Ribs,pear sherry wine soy sauce rice vinegar brown sugar garlic ginger hoisin sauce chile paste sesame oil beef rib onion,5237.366,47.2236,406.4262,326.6443,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4707
7282,Korean,Korean Sushi,grain rice water cider vinegar chard egg soy sauce water onion vegetable oil beef tenderloin tuna carrot cucumber nori,1278.2119,37.5743,85.6637,88.3722,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4708
7284,Korean,The Real Deal Korean Beef Ribs,korean beef chuck flanken soy sauce sugar honey garlic pepper water sesame oil plum wine,2128.4133,120.711,10.3284,371.9343,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4710
7285,Korean,Gluten-Free Kalbi Beef,kalbi marinade sesame seed gluten soy sauce sugar onion sesame oil garlic pepper flake korean,3221.0329,148.8216,80.4852,455.5696,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4711
7286,Korean,Easy and Simple Korean BBQ Ribs,soy sauce sugar pepper garlic onion sesame oil sesame seed korean rib beef chuck flanken,1830.2182,232.497,9.5379,204.427,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4712
7287,Korean,Korean Spicy Marinated Pork (Dae Ji Bool Gogi),rice wine vinegar soy sauce gochujang garlic ginger root pepper flake pepper sugar onion yellow onion pork loin canola oil,1712.8395,67.3796,117.711,96.6412,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4713
7288,Korean,Kalbi (Korean BBQ Short Ribs),soy sauce brown sugar water garlic clove onion sesame oil korean rib beef chuck flanken,1578.1077,180.4197,6.3058,196.8544,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4714
7289,Korean,Bulgogi Burgers,sesame seed beef onion garlic mirin soy sauce sugar sesame oil pepper salt,1329.6759,44.8224,32.6879,218.0555,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4715
7290,Korean,Maple Syrup Korean Teriyaki Chicken,soy sauce water maple syrup dark sesame oil garlic ginger root pepper chicken breast half brown rice water cornstarch,1071.9835,235.1921,6.5794,20.1905,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4716
7291,Korean,Beef Bulgogi,steak soy sauce sugar onion garlic sesame seed sesame oil pepper,1166.3633,50.6691,57.6299,111.3295,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4717
7292,Korean,Korean BBQ Beef (Pul-Kogi),beef sirloin garlic pear onion soy sauce sugar sesame oil rice wine sesame seed ginger pepper,1355.0301,57.3967,79.654,102.7186,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4718
7293,Korean,Gyeranjjim (Korean Steamed Egg Tofu),water egg salt carrot onion,145.46,1.2948,9.5244,12.6158,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4719
7294,Korean,Kalbi (Marinated Beef Short Ribs),sugar soy sauce sesame oil garlic onion sesame seed beef rib,7624.3525,183.449,571.5988,420.8669,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4720
7295,Korean,Korean Beef Simmered in Soy Sauce (Jangjorim),beef brisket soy sauce sugar garlic pepper shishito pepper egg,634.965,61.2347,17.517,58.3255,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/4721
