Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
4246, Southern Recipes,Husband's Grandmother's Shrimp Gumbo,sausage link cut slice bacon okra tomato chile pepper butter flour onion onion bell pepper celery parsley garlic water salt ground pepper cayenne pepper thyme bay leaf water medium shrimp,344,13,22,24,https://www.allrecipes.com/recipe/213572/husbands-grandmothers-shrimp-gumbo/
4247, Southern Recipes,Cajun Corn and Crab Bisque,butter flour vegetable oil onion garlic celery stalk cajun chicken broth frozen corn kernel bay leaf milk cream liquid shrimp crab boil lump crabmeat onion worcestershire sauce salt pepper onion,388,16,30,15,https://www.allrecipes.com/recipe/141115/cajun-corn-and-crab-bisque/
4248, Southern Recipes,Old-Fashioned Chicken And Slick Dumplings,boneless chicken meat carrot sweet potato cubed potato cubed onion water salt ground pepper bay leaf celery top cayenne pepper flour salt baking powder chicken fat,1146,83,51,83,https://www.allrecipes.com/recipe/11792/old-fashioned-chicken-and-slick-dumplings/
4249, Southern Recipes,Cajun Crawfish and Shrimp Étouffée,vegetable oil flour bell pepper onion garlic celery tomato sauce ground cayenne pepper seafood ground pepper fish stock crawfish tail medium shrimp,264,9,14,25,https://www.allrecipes.com/recipe/70483/cajun-crawfish-and-shrimp-etouffee/
4250, Southern Recipes,Easy Hoppin' John,beef sausage cut bite-size piece onion pea sodium chicken stock water cayenne pepper instant rice,406,45,17,18,https://www.allrecipes.com/recipe/213023/easy-hoppin-john/
4251, Southern Recipes,Southern Style Chicken and Dumplings,chicken onion lemon salt pepper water bay leaf thyme flour salt water,846,41,49,56,https://www.allrecipes.com/recipe/8889/southern-style-chicken-and-dumplings/
4252, Southern Recipes,Crawfish Chowder,butter onion butter frozen crawfish cream potato soup cream mushroom soup kernel corn cream cheese half-and-half cream cayenne pepper,395,21,28,18,https://www.allrecipes.com/recipe/23572/crawfish-chowder/
4254, Southern Recipes,'Momma Made Em' Chicken and Sausage Gumbo,chicken flour vegetable oil frozen onion frozen bell pepper celery cajun bay leaf tomato beef sausage frozen okra salt pepper,437,15,32,21,https://www.allrecipes.com/recipe/200618/momma-made-em-chicken-and-sausage-gumbo/
4255, Southern Recipes,Seafood File Gumbo,shrimp water carrot onion celery bay leaf garlic parsley clove ground pepper basil thyme ground cayenne pepper ground pepper ground pepper paprika thyme oregano crabmeat bay leaf salt corn oil onion celery bell pepper garlic file powder pepper sauce tomato sauce oyster,418,24,24,29,https://www.allrecipes.com/recipe/16987/seafood-file-gumbo/
4256, Southern Recipes,Cabbage Jambalaya,ground beef sausage cut slice onion celery garlic cabbage tomato water rice garlic salt,550,45,29,29,https://www.allrecipes.com/recipe/36110/cabbage-jambalaya/
4257, Southern Recipes,Chicken Andouille Gumbo,water chicken part vegetable oil okra vegetable oil flour andouille sausage tomato bell pepper celery garlic bay leaf salt thyme basil cayenne pepper ground pepper file powder,782,19,61,40,https://www.allrecipes.com/recipe/12950/chicken-andouille-gumbo/
4258, Southern Recipes,South Carolina Catfish Stew,tomato soup water ketchup pepper sauce worcestershire sauce butter browning sauce potato bacon cut piece sweet onion thyme chili powder salt ground pepper catfish fillet,323,28,14,21,https://www.allrecipes.com/recipe/285733/south-carolina-catfish-stew/
4259, Southern Recipes,Beaufort Stew,sausage link frozen corn cob potato dry crab boil shrimp salt,548,55,20,34,https://www.allrecipes.com/recipe/39302/beaufort-stew/
4260, Southern Recipes,Roux-Based Authentic Seafood Gumbo with Okra,flour vegetable oil,344,15,20,25,https://www.allrecipes.com/recipe/233464/roux-based-authentic-seafood-gumbo-with-okra/
4261, Southern Recipes,Gumbo Style Chicken Creole,vegetable oil flour bell pepper onion cooked chicken tomato chile pepper liquid mushroom parsley worcestershire sauce garlic soy sauce sugar salt ground pepper sauce tate chicken broth,137,12,9,2,https://www.allrecipes.com/recipe/24789/gumbo-style-chicken-creole/
4262, Southern Recipes,Big Ed's Cajun Shrimp Soup,butter bell pepper onion garlic juice cocktail clam juice water thyme basil pepper flake bay leaf salt long-grain rice shrimp pepper sauce,163,20,3,14,https://www.allrecipes.com/recipe/29575/big-eds-cajun-shrimp-soup/
4263, Southern Recipes,Crawfish Etouffee IV,vegetable oil margarine onion bell pepper garlic crawfish cream mushroom soup tomato chile pepper parsley salt ground pepper,501,16,43,14,https://www.allrecipes.com/recipe/24508/crawfish-etouffee-iv/
4264, Southern Recipes,Boudreaux's Zydeco Stomp Gumbo,oil boneless chicken breast half pork sausage link oil flour garlic chicken broth beer celery roma tomato sweet onion tomato chile pepper liquid chile pepper parsley cajun shrimp,437,19,29,22,https://www.allrecipes.com/recipe/21392/boudreauxs-zydeco-stomp-gumbo/
4265, Southern Recipes,Chicken Gumbo Soup,water garlic powder pepper sauce carrot thin mushroom frozen okra thawed wild rice boneless chicken breast half cut cube rotini pasta salt ground pepper onion,116,21,1,8,https://www.allrecipes.com/recipe/12934/chicken-gumbo-soup/
4266, Southern Recipes,Instant Pot Jambalaya with Shrimp and Chicken,oil andouille sausage onion garlic boneless chicken breast cubed bell pepper celery tomato medium shrimp thyme salt salt pepper pepper sauce onion,321,7,19,27,https://www.allrecipes.com/recipe/269929/instant-pot-jambalaya-with-shrimp-and-chicken/
4267, Southern Recipes,Big Charlie's Gumbo,butter garlic onion celery okra butter flour cubed beef stew meat water tomato sugar parsley thyme bay leaf salt ground cayenne pepper ground pepper andouille sausage cut inch piece crabmeat medium shrimp pepper sauce worcestershire sauce lemon file powder,421,15,27,30,https://www.allrecipes.com/recipe/13275/big-charlies-gumbo/
4268, Southern Recipes,"Chef John's Duck, Sausage, and Shrimp Gumbo",vegetable oil duck leg flour flour chicken broth andouille sausage thickly onion serrano pailla pepper celery onion ground pepper thyme cayenne pepper tate bay leaf tomato ham hock water okra gulf shrimp crawfish tail meat onion,485,22,27,37,https://www.allrecipes.com/recipe/235356/chef-johns-duck-sausage-and-shrimp-gumbo/
4269, Southern Recipes,Go-To Crawfish Etouffee,butter onion bell pepper onion celery mushroom soup parsley cajun salt ground pepper crawfish tail meat,236,9,14,19,https://www.allrecipes.com/recipe/217163/go-to-crawfish-etouffee/
4270, Southern Recipes,Dupre Family Chicken and Sausage Gumbo,chicken drumstick skin bone-in chicken breast half skin cajun blend oil dry wine oil chicken broth yellow onion bell pepper celery stalk oil flour canola oil water cajun garlic powder cayenne pepper sausage cut slice oil jasmine rice water onion,825,32,58,42,https://www.allrecipes.com/recipe/214569/dupre-family-chicken-and-sausage-gumbo/
4271, Southern Recipes,Ultimate Gulf Coast Gumbo,medium shrimp water corn oil flour chicken broth water chicken tomato onion celery bell pepper garlic seafood salt ground cayenne pepper bay leaf crabmeat andouille sausage filé powder,333,7,18,33,https://www.allrecipes.com/recipe/12774/ultimate-gulf-coast-gumbo/
4272, Southern Recipes,Southern Style Beef Stew,butter beef stew meat cut inch piece tomato chile tomato frozen cut okra frozen baby lima bean frozen corn kernel potato,373,37,15,24,https://www.allrecipes.com/recipe/69377/southern-style-beef-stew/
4273, Southern Recipes,Crawfish and Corn Soup,butter flour onion onion milk cream-style corn kernel corn cream potato soup creole worcestershire sauce pepper sauce salt crawfish,298,36,13,13,https://www.allrecipes.com/recipe/69634/crawfish-and-corn-soup/
4274, Southern Recipes,Heather's Crawfish Etouffee,grain rice water margarine onion bell pepper garlic cream mushroom soup water salt pepper tate cayenne pepper tate crawfish tail,703,85,29,24,https://www.allrecipes.com/recipe/139196/heathers-crawfish-etouffee/
4275, Southern Recipes,One-Pot Keto Jambalaya with Cauliflower Rice,ghee bell pepper celery onion boneless chicken thigh cut piece andouille sausage cut lengthwise crosswise slice cajun sauce tomato chile chicken stock frozen cauliflower frozen raw shrimp ground pepper,504,13,34,36,https://www.allrecipes.com/recipe/272538/one-pot-keto-jambalaya-with-cauliflower-rice/
4276, Southern Recipes,Chicken Jambalaya I,butter celery onion bell pepper tomato chicken broth rice thyme garlic salt ground pepper pepper sauce bay leaf cooked cubed chicken meat,308,30,9,25,https://www.allrecipes.com/recipe/15849/chicken-jambalaya-i/
4277, Southern Recipes,Cajun Cabbage Soup,butter leek onion garlic celery carrot cabbage water salsa ketchup chicken bouillon creole salt ground pepper sausage,221,20,12,10,https://www.allrecipes.com/recipe/240868/cajun-cabbage-soup/
4278, Southern Recipes,Chef John's Buttermilk Biscuits,flour baking powder baking soda salt butter freezer cut thin slice cold buttermilk buttermilk brushing,143,17,7,3,https://www.allrecipes.com/recipe/220943/chef-johns-buttermilk-biscuits/
4279, Southern Recipes,Grandmother's Buttermilk Cornbread,butter sugar egg buttermilk baking soda cornmeal flour salt,284,39,12,5,https://www.allrecipes.com/recipe/76594/grandmothers-buttermilk-cornbread/
4280, Southern Recipes,Beignets,dry yeast warm water milk sugar egg salt flour vegetable oil confectioner sugar,543,83,18,12,https://www.allrecipes.com/recipe/7179/beignets/
4281, Southern Recipes,Sweet Potato Bread,sugar vegetable oil egg flour baking soda ground cinnamon ground nutmeg salt water cooked sweet potato,303,43,14,4,https://www.allrecipes.com/recipe/6666/sweet-potato-bread-i/
4282, Southern Recipes,Pepperoni Rolls,warm water sugar dry yeast flour sugar salt egg beaten butter pepperoni,247,32,10,7,https://www.allrecipes.com/recipe/187812/pepperoni-rolls/
4283, Southern Recipes,Sweet Dinner Rolls,warm water warm milk butter egg flour sugar salt dry yeast butter,192,27,8,4,https://www.allrecipes.com/recipe/17690/sweet-dinner-rolls/
4284, Southern Recipes,Mayonnaise Biscuits,self-rising flour milk mayonnaise,134,17,6,3,https://www.allrecipes.com/recipe/24023/mayonnaise-biscuits/
4285, Southern Recipes,Southern Corn Pone Bread,canola oil cornmeal salt buttermilk egg,179,20,9,5,https://www.allrecipes.com/recipe/141882/southern-corn-pone-bread/
4286, Southern Recipes,Skillet Corn Bread,milk cornmeal flour baking powder kosher salt egg beaten butter vegetable oil,225,28,10,6,https://www.allrecipes.com/recipe/231158/skillet-corn-bread/
4288, Southern Recipes,Cathead Biscuits,self-rising flour salt room-temperature vegetable buttermilk butter brushing tate,336,49,12,8,https://www.allrecipes.com/recipe/236141/cathead-biscuits/
4289, Southern Recipes,Real Southern Cornbread,cornmeal flour salt baking powder egg margarine buttermilk corn oil,369,36,22,8,https://www.allrecipes.com/recipe/7192/real-southern-cornbread/
4290, Southern Recipes,Cheddar Cheese Straws,flour cheddar cheese margarine baking powder cayenne pepper salt water,67,4,5,2,https://www.allrecipes.com/recipe/6889/cheddar-cheese-straws/
4291, Southern Recipes,Teena's Overnight Southern Buttermilk Biscuits,self-rising flour sugar buttermilk,273,35,12,6,https://www.allrecipes.com/recipe/141972/teenas-overnight-southern-buttermilk-biscuits/
4292, Southern Recipes,Kentucky Biscuits,flour baking powder baking soda salt sugar butter buttermilk,154,18,8,3,https://www.allrecipes.com/recipe/85594/kentucky-biscuits/
4293, Southern Recipes,Hoe Cake,self-rising flour milk garlic salt,147,25,3,4,https://www.allrecipes.com/recipe/140574/hoe-cake/
4294, Southern Recipes,Applesauce Cornbread,cooking spray flour fine cornmeal baking soda baking powder salt sugar skim milk egg applesauce,155,30,2,5,https://www.allrecipes.com/recipe/89990/applesauce-cornbread/
4295, Southern Recipes,Costas French Market Doughnuts (Beignets),water yeast sugar salt water milk egg beaten flour vegetable oil confectioner sugar,503,81,15,11,https://www.allrecipes.com/recipe/151366/costas-french-market-doughnuts-beignets/
4296, Southern Recipes,Old-Fashioned Southern Rolls,milk sugar cold water egg dry yeast flour baking powder baking soda salt,159,25,5,4,https://www.allrecipes.com/recipe/23643/old-fashioned-southern-rolls/
4297, Southern Recipes,Olde Tavern Spoon Bread,milk yellow cornmeal egg beaten salt baking powder butter,119,15,5,5,https://www.allrecipes.com/recipe/153895/olde-tavern-spoon-bread/
4298, Southern Recipes,Southern Summer Squash Pudding,yellow squash sugar milk egg beaten butter lemon extract self-rising flour,85,17,1,1,https://www.allrecipes.com/recipe/238566/southern-summer-squash-pudding/
4299, Southern Recipes,Cast Iron Skillet Buttermilk Cornbread,cornmeal yellow cornmeal flour baking powder salt buttermilk lard vegetable oil egg butter paprika kosher salt,202,27,9,5,https://www.allrecipes.com/recipe/246405/cast-iron-skillet-buttermilk-cornbread/
4300, Southern Recipes,Southern Sweet Potato Bread with Pecans,flour baking powder salt ground nutmeg ground cinnamon sugar egg beaten vegetable oil milk cooked sweet potato raisin,314,39,17,4,https://www.allrecipes.com/recipe/7244/southern-sweet-potato-bread-with-pecans/
4301, Southern Recipes,Greg's Southern Biscuits,lard flour salt baking soda baking powder butter frozen lard frozen bacon buttermilk,189,26,8,4,https://www.allrecipes.com/recipe/216438/gregs-southern-biscuits/
4302, Southern Recipes,Cracklin' Bread II,egg bacon fat buttermilk cornmeal sugar flour baking soda baking powder salt pork cracklin,206,22,9,10,https://www.allrecipes.com/recipe/55512/cracklin-bread-ii/
4303, Southern Recipes,South Georgia Biscuits,flour baking powder salt milk,183,21,10,3,https://www.allrecipes.com/recipe/84515/south-georgia-biscuits/
4304, Southern Recipes,Granny's Banana Bread,flour baking soda ground cinnamon ground nutmeg sugar egg applesauce ripe banana vanilla extract raisin walnut,298,54,8,6,https://www.allrecipes.com/recipe/20164/grannys-banana-bread/
4305, Southern Recipes,Southern Butter Rolls,flour sugar salt dry yeast cold water vegetable oil,120,20,3,3,https://www.allrecipes.com/recipe/7138/southern-butter-rolls/
4306, Southern Recipes,Southern Cream Biscuits,flour baking powder sea salt baking soda cold butter cubed milk cream sour cream,340,34,20,6,https://www.allrecipes.com/recipe/282071/southern-cream-biscuits/
4307, Southern Recipes,Corn Pone,cornmeal water sugar salt milk egg butter,223,35,8,4,https://www.allrecipes.com/recipe/275533/corn-pone/
4308, Southern Recipes,Easy Southern Biscuits,self-rising flour sugar milk mayonnaise,163,22,7,3,https://www.allrecipes.com/recipe/22736/easy-southern-biscuits/
4309, Southern Recipes,Traditional Appalachian Spoon Bread,milk cornmeal butter salt egg sugar cream tartar cream tartar salt,220,23,10,10,https://www.allrecipes.com/recipe/234682/traditional-appalachian-spoon-bread/
4310, Southern Recipes,French Quarter Beignets,dry yeast warm water milk sugar egg beaten vegetable oil vanilla extract salt flour vegetable oil,111,17,4,2,https://www.allrecipes.com/recipe/272299/french-quarter-beignets/
4311, Southern Recipes,Corn Cornbread,kernel corn sour cream egg beaten butter self-rising cornmeal sugar applesauce,123,13,8,3,https://www.allrecipes.com/recipe/16906/corn-cornbread/
4312, Southern Recipes,Florida Strawberry Muffins,strawberry sugar sugar butter egg vanilla extract flour baking soda salt ground nutmeg,168,28,5,3,https://www.allrecipes.com/recipe/36397/florida-strawberry-muffins/
4313, Southern Recipes,Delicious Southern Cornbread,vegetable oil self-rising cornmeal buttermilk egg honey self-rising cornmeal,154,21,7,3,https://www.allrecipes.com/recipe/21143/delicious-southern-cornbread/
4314, Southern Recipes,Mary's Cast Iron Skillet Cornbread,vegetable oil cream-style corn self-rising yellow cornmeal buttermilk sour cream greek yogurt egg beaten salt ground chile pepper butter,211,27,10,6,https://www.allrecipes.com/recipe/246401/marys-cast-iron-skillet-cornbread/
4315, Southern Recipes,Bubba's Beer Bread,self-rising flour sugar onion powder dill salt beer room temperature cubed cheddar cheese,262,42,5,8,https://www.allrecipes.com/recipe/34160/bubbas-beer-bread/
4316, Southern Recipes,Cast Iron Corn Bread,egg milk self-rising cornmeal salt vegetable oil,242,29,12,6,https://www.allrecipes.com/recipe/246400/cast-iron-corn-bread/
4317, Southern Recipes,Virginia Clise Bread,dry yeast sugar warm water salt flour,263,46,6,6,https://www.allrecipes.com/recipe/79350/virginia-clise-bread/
4318, Southern Recipes,Crissi's Sweet Potato Biscuits,flour wheat germ baking powder salt butter milk sweet potato milk ground nutmeg,230,27,12,5,https://www.allrecipes.com/recipe/79564/crissis-sweet-potato-biscuits/
4320, Southern Recipes,Creole Hot Water Cornbread,cornmeal creole onion sugar water lard,129,16,7,1,https://www.allrecipes.com/recipe/104412/creole-hot-water-cornbread/
4321, Southern Recipes,Old-Fashioned Johnny Cake,yellow cornmeal wheat flour salt sugar baking powder milk egg,81,12,3,2,https://www.allrecipes.com/recipe/25356/old-fashioned-johnny-cake/
4322, Southern Recipes,Best Fried Green Tomatoes,tomato egg milk flour cornmeal bread crumb coarse kosher salt ground pepper vegetable oil,510,56,27,13,https://www.allrecipes.com/recipe/16760/best-fried-green-tomatoes/
4323, Southern Recipes,Southern Coleslaw,cabbage carrot onion mayonnaise sugar milk buttermilk lemon juice vinegar salt ground pepper,184,20,11,3,https://www.allrecipes.com/recipe/222218/nanas-southern-coleslaw/
4324, Southern Recipes,Kickin' Collard Greens,oil bacon onion garlic collard cut piece chicken broth salt pepper pepper flake,127,8,9,4,https://www.allrecipes.com/recipe/51803/kickin-collard-greens/
4325, Southern Recipes,Southern Fried Cabbage,vegetable oil bacon cut salt ground pepper cabbage onion sugar,189,14,14,4,https://www.allrecipes.com/recipe/73833/southern-fried-cabbage/
4326, Southern Recipes,Grandmother's Buttermilk Cornbread,butter sugar egg buttermilk baking soda cornmeal flour salt,284,39,12,5,https://www.allrecipes.com/recipe/76594/grandmothers-buttermilk-cornbread/
4327, Southern Recipes,Fried Okra,okra inch piece egg beaten cornmeal salt ground pepper vegetable oil,394,29,29,5,https://www.allrecipes.com/recipe/22176/fried-okra/
4328, Southern Recipes,Roasted Okra,okra pod inch thick oil kosher salt pepper,65,6,5,2,https://www.allrecipes.com/recipe/204478/roasted-okra/
4329, Southern Recipes,Southern Fried Apples,butter sugar ground cinnamon granny smith apple,369,45,23,1,https://www.allrecipes.com/recipe/230907/southern-fried-apples/
4330, Southern Recipes,Slow Cooker Creamed Corn,frozen corn kernel cream cheese butter milk sugar salt pepper,193,14,15,3,https://www.allrecipes.com/recipe/25894/slow-cooker-creamed-corn/
4331, Southern Recipes,Country Fried Squash,milk egg beaten flour cornmeal garlic salt ground pepper salt oil butternut squash,501,105,9,12,https://www.allrecipes.com/recipe/14126/country-fried-squash/
4332, Southern Recipes,Southern Green Beans,bacon butter onion bean potato garlic chicken broth balsamic vinegar salt pepper,189,26,7,7,https://www.allrecipes.com/recipe/190711/southern-green-beans/
4333, Southern Recipes,Healthy and Delicious Southern Turnip Greens,chicken broth water extra-virgin oil salt ground pepper turnip sugar,105,6,9,2,https://www.allrecipes.com/recipe/236280/healthy-and-delicious-southern-turnip-greens/
4334, Southern Recipes,Savannah Seafood Stuffing,margarine crabmeat medium shrimp onion celery bell pepper corn bread mix dry bread crumb sugar cream mushroom soup chicken broth,345,28,16,22,https://www.allrecipes.com/recipe/94725/savannah-seafood-stuffing/
4335, Southern Recipes,Arkansas Green Beans,bean bacon brown sugar butter soy sauce garlic powder,146,16,7,4,https://www.allrecipes.com/recipe/199983/arkansas-green-beans/
4336, Southern Recipes,Southern Grits Casserole,water grit cheddar cheese butter cut piece ground pork sausage egg milk salt pepper,403,17,30,17,https://www.allrecipes.com/recipe/46968/southern-grits-casserole/
4337, Southern Recipes,Perfect Mixed Greens,collard mustard turnip chicken broth salt vegetable oil cooked bacon bit sugar garlic salt pepper,174,17,11,6,https://www.allrecipes.com/recipe/218507/perfect-mixed-greens/
4338, Southern Recipes,Mom's Purple Hull Peas,frozen purple hull pea water cover okra bacon cut inch piece sugar baking soda salt pepper,182,18,9,8,https://www.allrecipes.com/recipe/215604/moms-purple-hull-peas/
4339, Southern Recipes,Easy Southern Fried Green Tomatoes,flour egg water yellow cornmeal sea salt ground pepper tate tomato canola oil,189,32,5,6,https://www.allrecipes.com/recipe/232360/easy-southern-fried-green-tomatoes/
4340, Southern Recipes,Chicken Dressing,cornbread biscuit chicken broth margarine celery onion egg beaten sage pepper,223,18,15,4,https://www.allrecipes.com/recipe/24318/chicken-dressing/
4341, Southern Recipes,Charleston Red Rice,cooking spray water long-grain rice salt bacon onion tomato sauce tomato paste sugar worcestershire sauce pepper sauce,331,52,10,8,https://www.allrecipes.com/recipe/214070/charleston-red-rice/
4342, Southern Recipes,Chayote Squash Side Dish,oil garlic chayote squash cut strip salt ground pepper sugar pepper flake wine vinegar,90,7,7,1,https://www.allrecipes.com/recipe/140449/chayote-squash-side-dish/
4343, Southern Recipes,Southern Cabbage for the Pressure Cooker,bacon cut inch piece butter cabbage piece chicken broth salt ground pepper,136,9,11,3,https://www.allrecipes.com/recipe/216619/southern-cabbage-for-the-pressure-cooker/
4344, Southern Recipes,The Right Way to Cook Greens!,bacon collard stem salt tate water,217,16,16,7,https://www.allrecipes.com/recipe/218443/the-right-way-to-cook-greens/
4345, Southern Recipes,Dave's Georgia Black-Eyed Peas,pea water chicken bouillon bacon butter yellow onion cooked ham cut bite-size piece salt pepper,431,31,25,21,https://www.allrecipes.com/recipe/213015/daves-georgia-black-eyed-peas/
4346, Southern Recipes,Southern Cornbread Dressing,butter onion celery cornbread day-old bread torn piece cooked chicken breast meat chicken broth cream chicken soup egg poultry ground pepper garlic powder,182,15,8,12,https://www.allrecipes.com/recipe/23161/southern-cornbread-dressing/
4347, Southern Recipes,Sweet Potato Crunch Casserole,sweet potato sugar butter milk egg salt vanilla extract ground cinnamon,489,73,21,6,https://www.allrecipes.com/recipe/235662/sweet-potato-crunch-casserole/
4348, Southern Recipes,Okra with Tomatoes,oil onion garlic cayenne pepper bell pepper frozen okra tomato tomato salt ground pepper,66,13,1,3,https://www.allrecipes.com/recipe/143249/okra-with-tomatoes/
4349, Southern Recipes,Zucchini Corn Fritters,flour sugar baking powder cumin salt ground pepper tate milk butter egg beaten zucchini corn kernel cut cob cheddar cheese oil,435,15,41,4,https://www.allrecipes.com/recipe/89091/zucchini-corn-fritters/
4350, Southern Recipes,Southern Baked Yellow Squash,yellow summer squash cut cube dry bread crumb onion egg butter sugar salt pepper,162,14,11,4,https://www.allrecipes.com/recipe/206515/southern-baked-yellow-squash/
4351, Southern Recipes,Air Fryer Fried Green Tomatoes,tomato cut slice salt ground pepper tate flour buttermilk egg beaten plain panko bread crumb yellow cornmeal garlic powder paprika oil,219,40,5,8,https://www.allrecipes.com/recipe/275772/air-fryer-fried-green-tomatoes/
4352, Southern Recipes,Breakfast Grits,water salt hominy grit cheddar cheese butter ground pepper,240,31,9,8,https://www.allrecipes.com/recipe/14020/breakfast-grits/
4353, Southern Recipes,New Year Black Eyed Peas,dry pea oil yellow onion garlic water chicken broth ham hock tomato pepperoncini pepper garlic powder ground thyme bay leaf salt pepper,307,28,13,18,https://www.allrecipes.com/recipe/213029/new-year-black-eyed-peas/
4354, Southern Recipes,Mirliton,mirlitons oil garlic onion shrimp cooked cubed ham egg dry bread crumb parsley thyme salt pepper dry bread crumb,319,23,14,25,https://www.allrecipes.com/recipe/56398/mirliton/
4355, Southern Recipes,Instant Pot Collard Greens,collard bacon cut piece water vinegar chicken broth salt,68,4,4,4,https://www.allrecipes.com/recipe/270806/instant-pot-collard-greens/
4356, Southern Recipes,Southern as You Can Get Collard Greens,collard ham hock chicken broth water vinegar salt pepper,165,3,11,13,https://www.allrecipes.com/recipe/73346/southern-as-you-can-get-collard-greens/
4357, Southern Recipes,Pan Fried Spinach,bacon butter oil garlic sweet onion baby spinach leaf coarse salt ground pepper,142,4,13,4,https://www.allrecipes.com/recipe/72713/pan-fried-spinach/
4358, Southern Recipes,Southern-Style Crowder Peas,bacon onion bell pepper frozen crowder pea water garlic powder thyme bay leaf salt cooked ham cubed parsley,96,10,4,6,https://www.allrecipes.com/recipe/87987/southern-style-crowder-peas/
4359, Southern Recipes,Fried Dandelions (Appalachian Style),flour salt ground pepper egg dandelion blossom stem butter,266,27,15,7,https://www.allrecipes.com/recipe/214172/fried-dandelions-appalachian-style/
4360, Southern Recipes,Slow-Cooked Green Beans,bacon crosswise piece onion lengthwise garlic tomato sauce bean chicken broth salt ground pepper cayenne pepper,124,16,4,7,https://www.allrecipes.com/recipe/233794/slow-cooked-green-beans/
4361, Southern Recipes,Grandma's Southern Mac and Cheese,elbow macaroni cheddar cheese milk egg yellow mustard ground pepper,478,19,32,28,https://www.allrecipes.com/recipe/256033/grandmas-southern-mac-and-cheese/
4362, Southern Recipes,Oven Fried Okra,frozen cut okra butter cooking spray yellow cornmeal panko bread crumb garlic salt ground pepper,95,19,2,3,https://www.allrecipes.com/recipe/218189/oven-fried-okra/
4363, Southern Recipes,Tam's Black Eye Peas,turkey leg beef link sausage onion garlic salt ground pepper salt water frozen pea sugar,132,13,4,10,https://www.allrecipes.com/recipe/216103/tams-black-eye-peas/
4364, Southern Recipes,Baked Cream Corn,egg milk corn butter flour sugar pepper celery salt onion powder garlic powder,130,22,5,4,https://www.allrecipes.com/recipe/24746/baked-cream-corn/
4365, Southern Recipes,Southern-Style Black-Eyed Peas,pea vegetable oil onion garlic ham hock water salt onion powder ground cumin ground pepper pepper bay leaf,228,14,14,12,https://www.allrecipes.com/recipe/282644/southern-style-black-eyed-peas/
4366, Southern Recipes,Crawfish Cornbread,yellow cornmeal baking soda salt egg onion bell pepper pimento vegetable oil cheddar cheese cream-style corn jalapeno pepper crawfish tail salt cayenne pepper garlic powder,209,19,11,10,https://www.allrecipes.com/recipe/213573/crawfish-cornbread/
4367, Southern Recipes,Stewed Tomatoes (Gobbledygook),tomato liquid stale bread torn piece sugar butter salt pepper,210,34,8,2,https://www.allrecipes.com/recipe/198232/stewed-tomatoes-gobbledygook/
4368, Southern Recipes,Cheesy Grits,water salt quick-cooking grit cheddar cheese parmesan cheese butter ground pepper,353,32,19,14,https://www.allrecipes.com/recipe/277285/cheesy-grits/
4369, Southern Recipes,Cheesy Baked Grits,milk butter grit salt pepper cheddar cheese butter parmesan cheese,267,15,20,8,https://www.allrecipes.com/recipe/76181/cheesy-baked-grits/
4370, Southern Recipes,Down-South Style Green Beans,water ham hock lard cooking fat salt salt pepper garlic powder onion powder bean bite size piece,152,6,11,7,https://www.allrecipes.com/recipe/57337/down-south-style-green-beans/
4371, Southern Recipes,New Year's Day Black-Eyed Peas,dry pea cooked ham salt pepper garlic powder onion tomato,120,17,3,6,https://www.allrecipes.com/recipe/16022/new-years-day-black-eyed-peas/
4372, Southern Recipes,Black-eyed Peas and Ham Hocks,water dry pea ham hock salt pepper bay leaf,516,55,18,35,https://www.allrecipes.com/recipe/69600/black-eyed-peas-and-ham-hocks/
4373, Southern Recipes,"Okra, Corn and Tomatoes",bacon onion frozen cut okra tomato frozen corn file powder salt pepper,167,28,5,6,https://www.allrecipes.com/recipe/81066/okra-corn-and-tomatoes/
4374, Southern Recipes,Fried Zucchini,zucchini onion ring flour cornmeal salt ground pepper garlic powder vegetable oil,195,31,6,4,https://www.allrecipes.com/recipe/20889/fried-zucchini/
4375, Southern Recipes,Smothered Collard Greens and Cabbage,bacon onion collard salt ground pepper cabbage sugar,179,11,13,6,https://www.allrecipes.com/recipe/194914/smothered-collard-greens-and-cabbage/
4376, Southern Recipes,Okra Patties,vegetable oil okra onion salt pepper water egg flour baking powder cornmeal,224,25,12,5,https://www.allrecipes.com/recipe/60515/okra-patties/
4377, Southern Recipes,"Southern Fried Cabbage with Bacon, Mushrooms, and Onions",bacon cabbage onion mushroom salt ground pepper,123,10,6,8,https://www.allrecipes.com/recipe/223549/southern-fried-cabbage-with-bacon-mushrooms-and-onions/
4378, Southern Recipes,Cornbread Dressing With Gravy,cornbread mix water mix onion celery cooked chicken cream chicken soup cream celery soup chicken broth egg beaten butter salt ground pepper tate,328,26,18,14,https://www.allrecipes.com/recipe/212469/cornbread-dressing-with-gravy/
4379, Southern Recipes,Creole Okra,oil onion garlic bell pepper tomato juice thyme parsley cayenne pepper salt pepper frozen cut okra,133,14,7,4,https://www.allrecipes.com/recipe/77400/creole-okra/
4380, Southern Recipes,Texas Cowboy Baked Beans,ground beef bean pork chile pepper vidalia onion barbeque sauce brown sugar garlic powder chili powder pepper sauce,360,50,12,15,https://www.allrecipes.com/recipe/46763/texas-cowboy-baked-beans/
